,date,time,comp,round,day,venue,gf,ga,opponent,poss,attendance,formation,sh,save%,season,team
6,2018-09-29,15:30,Bundesliga,Matchweek 6,Sat,Home,3,0,Düsseldorf,39.0,36102.0,4-3-1-2,9.0,100.0,2019,Nurnberg
7,2018-10-07,18:00,Bundesliga,Matchweek 7,Sun,Away,0,6,RB Leipzig,41.0,37389.0,4-3-3,3.0,25.0,2019,Nurnberg
8,2018-10-20,15:30,Bundesliga,Matchweek 8,Sat,Home,1,3,Hoffenheim,30.0,36472.0,4-1-4-1,6.0,75.0,2019,Nurnberg
9,2018-10-28,13:30,Bundesliga,Matchweek 9,Sun,Home,1,1,Eint Frankfurt,44.0,42154.0,4-4-2,10.0,50.0,2019,Nurnberg
11,2018-11-03,15:30,Bundesliga,Matchweek 10,Sat,Away,2,2,Augsburg,43.0,30660.0,4-4-1-1,15.0,50.0,2019,Nurnberg
12,2018-11-10,15:30,Bundesliga,Matchweek 11,Sat,Home,0,2,Stuttgart,50.0,50000.0,4-3-3,10.0,50.0,2019,Nurnberg
13,2018-11-24,18:30,Bundesliga,Matchweek 12,Sat,Away,2,5,Schalke 04,45.0,62271.0,4-3-1-2,12.0,50.0,2019,Nurnberg
14,2018-12-03,20:30,Bundesliga,Matchweek 13,Mon,Home,1,1,Leverkusen,32.0,32238.0,4-2-2-2,11.0,83.3,2019,Nurnberg
15,2018-12-08,15:30,Bundesliga,Matchweek 14,Sat,Away,0,3,Bayern Munich,24.0,75000.0,4-4-2,4.0,62.5,2019,Nurnberg
16,2018-12-14,20:30,Bundesliga,Matchweek 15,Fri,Home,0,2,Wolfsburg,47.0,29604.0,4-2-3-1,11.0,50.0,2019,Nurnberg
17,2018-12-18,18:30,Bundesliga,Matchweek 16,Tue,Away,0,2,M'Gladbach,47.0,42323.0,4-1-4-1,7.0,66.7,2019,Nurnberg
18,2018-12-22,15:30,Bundesliga,Matchweek 17,Sat,Home,0,1,Freiburg,62.0,36190.0,4-1-4-1,15.0,66.7,2019,Nurnberg
19,2019-01-20,15:30,Bundesliga,Matchweek 18,Sun,Home,1,3,Hertha BSC,44.0,36112.0,4-1-4-1,14.0,62.5,2019,Nurnberg
20,2019-01-26,15:30,Bundesliga,Matchweek 19,Sat,Away,1,2,Mainz 05,47.0,22005.0,4-4-2,8.0,75.0,2019,Nurnberg
21,2019-02-02,15:30,Bundesliga,Matchweek 20,Sat,Home,1,1,Werder Bremen,41.0,35753.0,4-4-2,11.0,66.7,2019,Nurnberg
23,2019-02-09,15:30,Bundesliga,Matchweek 21,Sat,Away,0,2,Hannover 96,49.0,33700.0,4-4-2,10.0,75.0,2019,Nurnberg
24,2019-02-18,20:30,Bundesliga,Matchweek 22,Mon,Home,0,0,Dortmund,28.0,50000.0,4-1-4-1,7.0,100.0,2019,Nurnberg
25,2019-02-23,18:30,Bundesliga,Matchweek 23,Sat,Away,1,2,Düsseldorf,25.0,41816.0,4-5-1,6.0,71.4,2019,Nurnberg
26,2019-03-02,15:30,Bundesliga,Matchweek 24,Sat,Home,0,1,RB Leipzig,45.0,34532.0,4-5-1,6.0,80.0,2019,Nurnberg
27,2019-03-10,15:30,Bundesliga,Matchweek 25,Sun,Away,1,2,Hoffenheim,36.0,29015.0,4-5-1,11.0,83.3,2019,Nurnberg
28,2019-03-17,15:30,Bundesliga,Matchweek 26,Sun,Away,0,1,Eint Frankfurt,37.0,51500.0,4-2-3-1,10.0,50.0,2019,Nurnberg
29,2019-03-30,15:30,Bundesliga,Matchweek 27,Sat,Home,3,0,Augsburg,50.0,42658.0,4-1-4-1,11.0,100.0,2019,Nurnberg
30,2019-04-06,15:30,Bundesliga,Matchweek 28,Sat,Away,1,1,Stuttgart,44.0,58757.0,4-1-4-1,20.0,75.0,2019,Nurnberg
31,2019-04-12,20:30,Bundesliga,Matchweek 29,Fri,Home,1,1,Schalke 04,52.0,50000.0,4-1-4-1,16.0,50.0,2019,Nurnberg
32,2019-04-20,15:30,Bundesliga,Matchweek 30,Sat,Away,0,2,Leverkusen,36.0,26405.0,4-3-3,5.0,77.8,2019,Nurnberg
33,2019-04-28,18:00,Bundesliga,Matchweek 31,Sun,Home,1,1,Bayern Munich,34.0,50000.0,4-4-2,9.0,83.3,2019,Nurnberg
34,2019-05-04,15:30,Bundesliga,Matchweek 32,Sat,Away,0,2,Wolfsburg,47.0,22512.0,4-4-2,12.0,50.0,2019,Nurnberg
35,2019-05-11,15:30,Bundesliga,Matchweek 33,Sat,Home,0,4,M'Gladbach,49.0,50000.0,4-3-3,12.0,20.0,2019,Nurnberg
36,2019-05-18,15:30,Bundesliga,Matchweek 34,Sat,Away,1,5,Freiburg,38.0,24000.0,4-4-2,14.0,37.5,2019,Nurnberg
2,2017-08-18,20:30,Bundesliga,Matchweek 1,Fri,Home,3,1,Leverkusen,52.0,75000.0,4-3-3,12.0,75.0,2018,Bayern Munich
3,2017-08-26,15:30,Bundesliga,Matchweek 2,Sat,Away,2,0,Werder Bremen,71.0,42100.0,4-2-3-1,19.0,,2018,Bayern Munich
4,2017-09-09,18:30,Bundesliga,Matchweek 3,Sat,Away,0,2,Hoffenheim,71.0,30150.0,4-2-3-1,23.0,33.3,2018,Bayern Munich
6,2017-09-16,15:30,Bundesliga,Matchweek 4,Sat,Home,4,0,Mainz 05,74.0,75000.0,4-2-3-1,28.0,100.0,2018,Bayern Munich
7,2017-09-19,20:30,Bundesliga,Matchweek 5,Tue,Away,3,0,Schalke 04,66.0,62271.0,4-2-3-1,12.0,100.0,2018,Bayern Munich
8,2017-09-22,20:30,Bundesliga,Matchweek 6,Fri,Home,2,2,Wolfsburg,59.0,75000.0,4-2-3-1,18.0,33.3,2018,Bayern Munich
10,2017-10-01,15:30,Bundesliga,Matchweek 7,Sun,Away,2,2,Hertha BSC,67.0,71212.0,4-2-3-1,17.0,60.0,2018,Bayern Munich
11,2017-10-14,15:30,Bundesliga,Matchweek 8,Sat,Home,5,0,Freiburg,68.0,75000.0,4-2-3-1,24.0,100.0,2018,Bayern Munich
13,2017-10-21,18:30,Bundesliga,Matchweek 9,Sat,Away,1,0,Hamburger SV,75.0,57000.0,4-2-3-1,21.0,100.0,2018,Bayern Munich
15,2017-10-28,18:30,Bundesliga,Matchweek 10,Sat,Home,2,0,RB Leipzig,71.0,75000.0,4-3-3,23.0,100.0,2018,Bayern Munich
17,2017-11-04,18:30,Bundesliga,Matchweek 11,Sat,Away,3,1,Dortmund,50.0,81360.0,4-3-3,10.0,75.0,2018,Bayern Munich
18,2017-11-18,15:30,Bundesliga,Matchweek 12,Sat,Home,3,0,Augsburg,73.0,75000.0,4-3-3,17.0,100.0,2018,Bayern Munich
20,2017-11-25,18:30,Bundesliga,Matchweek 13,Sat,Away,1,2,M'Gladbach,71.0,54018.0,4-1-4-1,26.0,50.0,2018,Bayern Munich
21,2017-12-02,15:30,Bundesliga,Matchweek 14,Sat,Home,3,1,Hannover 96,69.0,75000.0,4-3-3,28.0,75.0,2018,Bayern Munich
23,2017-12-09,15:30,Bundesliga,Matchweek 15,Sat,Away,1,0,Eint Frankfurt,49.0,51500.0,4-3-3,6.0,100.0,2018,Bayern Munich
24,2017-12-13,20:30,Bundesliga,Matchweek 16,Wed,Home,1,0,Köln,83.0,75000.0,4-3-3,26.0,100.0,2018,Bayern Munich
25,2017-12-16,15:30,Bundesliga,Matchweek 17,Sat,Away,1,0,Stuttgart,57.0,58885.0,4-1-4-1,17.0,100.0,2018,Bayern Munich
27,2018-01-12,20:30,Bundesliga,Matchweek 18,Fri,Away,3,1,Leverkusen,56.0,30210.0,4-3-3,16.0,0.0,2018,Bayern Munich
28,2018-01-21,15:30,Bundesliga,Matchweek 19,Sun,Home,4,2,Werder Bremen,64.0,75000.0,4-1-4-1,15.0,50.0,2018,Bayern Munich
29,2018-01-27,15:30,Bundesliga,Matchweek 20,Sat,Home,5,2,Hoffenheim,59.0,75000.0,4-3-3,23.0,50.0,2018,Bayern Munich
30,2018-02-03,15:30,Bundesliga,Matchweek 21,Sat,Away,2,0,Mainz 05,64.0,34000.0,4-3-3,13.0,100.0,2018,Bayern Munich
32,2018-02-10,18:30,Bundesliga,Matchweek 22,Sat,Home,2,1,Schalke 04,58.0,75000.0,4-3-3,13.0,66.7,2018,Bayern Munich
33,2018-02-17,15:30,Bundesliga,Matchweek 23,Sat,Away,2,1,Wolfsburg,75.0,30000.0,4-3-3,17.0,0.0,2018,Bayern Munich
35,2018-02-24,15:30,Bundesliga,Matchweek 24,Sat,Home,0,0,Hertha BSC,75.0,75000.0,4-3-3,19.0,100.0,2018,Bayern Munich
36,2018-03-04,18:00,Bundesliga,Matchweek 25,Sun,Away,4,0,Freiburg,60.0,24000.0,4-1-4-1,18.0,100.0,2018,Bayern Munich
37,2018-03-10,15:30,Bundesliga,Matchweek 26,Sat,Home,6,0,Hamburger SV,74.0,75000.0,4-1-4-1,16.0,,2018,Bayern Munich
39,2018-03-18,18:00,Bundesliga,Matchweek 27,Sun,Away,1,2,RB Leipzig,61.0,42558.0,4-3-3,9.0,60.0,2018,Bayern Munich
40,2018-03-31,18:30,Bundesliga,Matchweek 28,Sat,Home,6,0,Dortmund,59.0,75000.0,4-3-3,17.0,100.0,2018,Bayern Munich
42,2018-04-07,15:30,Bundesliga,Matchweek 29,Sat,Away,4,1,Augsburg,70.0,30660.0,4-3-3,12.0,0.0,2018,Bayern Munich
44,2018-04-14,18:30,Bundesliga,Matchweek 30,Sat,Home,5,1,M'Gladbach,69.0,75000.0,4-3-3,20.0,0.0,2018,Bayern Munich
46,2018-04-21,15:30,Bundesliga,Matchweek 31,Sat,Away,3,0,Hannover 96,74.0,49000.0,4-3-3,14.0,100.0,2018,Bayern Munich
48,2018-04-28,15:30,Bundesliga,Matchweek 32,Sat,Home,4,1,Eint Frankfurt,59.0,75000.0,4-3-3,11.0,66.7,2018,Bayern Munich
50,2018-05-05,15:30,Bundesliga,Matchweek 33,Sat,Away,3,1,Köln,66.0,50000.0,4-3-3,17.0,66.7,2018,Bayern Munich
51,2018-05-12,15:30,Bundesliga,Matchweek 34,Sat,Home,1,4,Stuttgart,80.0,75000.0,4-3-3,18.0,42.9,2018,Bayern Munich
1,2017-08-19,18:30,Bundesliga,Matchweek 1,Sat,Home,2,0,RB Leipzig,36.0,61435.0,3-4-3,10.0,100.0,2018,Schalke 04
2,2017-08-27,18:00,Bundesliga,Matchweek 2,Sun,Away,0,1,Hannover 96,52.0,49000.0,3-4-3,8.0,66.7,2018,Schalke 04
3,2017-09-10,18:00,Bundesliga,Matchweek 3,Sun,Home,3,1,Stuttgart,38.0,61098.0,3-4-1-2,11.0,50.0,2018,Schalke 04
4,2017-09-16,15:30,Bundesliga,Matchweek 4,Sat,Away,2,1,Werder Bremen,48.0,42100.0,3-4-3,11.0,50.0,2018,Schalke 04
5,2017-09-19,20:30,Bundesliga,Matchweek 5,Tue,Home,0,3,Bayern Munich,34.0,62271.0,3-4-3,11.0,75.0,2018,Schalke 04
6,2017-09-23,15:30,Bundesliga,Matchweek 6,Sat,Away,0,2,Hoffenheim,56.0,30150.0,3-4-3,16.0,66.7,2018,Schalke 04
7,2017-09-29,20:30,Bundesliga,Matchweek 7,Fri,Home,1,1,Leverkusen,43.0,61515.0,3-4-3,14.0,83.3,2018,Schalke 04
8,2017-10-14,15:30,Bundesliga,Matchweek 8,Sat,Away,2,0,Hertha BSC,61.0,50590.0,3-5-2,10.0,,2018,Schalke 04
9,2017-10-20,20:30,Bundesliga,Matchweek 9,Fri,Home,2,0,Mainz 05,59.0,59476.0,3-1-4-2,16.0,100.0,2018,Schalke 04
11,2017-10-28,15:30,Bundesliga,Matchweek 10,Sat,Home,1,1,Wolfsburg,48.0,60429.0,3-1-4-2,13.0,50.0,2018,Schalke 04
12,2017-11-04,15:30,Bundesliga,Matchweek 11,Sat,Away,1,0,Freiburg,48.0,24000.0,3-1-4-2,9.0,100.0,2018,Schalke 04
13,2017-11-19,15:30,Bundesliga,Matchweek 12,Sun,Home,2,0,Hamburger SV,49.0,62271.0,3-4-3,11.0,100.0,2018,Schalke 04
14,2017-11-25,15:30,Bundesliga,Matchweek 13,Sat,Away,4,4,Dortmund,53.0,80179.0,3-4-3,12.0,33.3,2018,Schalke 04
15,2017-12-02,18:30,Bundesliga,Matchweek 14,Sat,Home,2,2,Köln,64.0,61761.0,3-4-3,23.0,66.7,2018,Schalke 04
16,2017-12-09,18:30,Bundesliga,Matchweek 15,Sat,Away,1,1,M'Gladbach,47.0,54018.0,4-1-4-1,13.0,75.0,2018,Schalke 04
17,2017-12-13,20:30,Bundesliga,Matchweek 16,Wed,Home,3,2,Augsburg,54.0,59215.0,3-1-4-2,7.0,85.7,2018,Schalke 04
18,2017-12-16,15:30,Bundesliga,Matchweek 17,Sat,Away,2,2,Eint Frankfurt,63.0,50600.0,3-1-4-2,15.0,0.0,2018,Schalke 04
20,2018-01-13,18:30,Bundesliga,Matchweek 18,Sat,Away,1,3,RB Leipzig,49.0,42558.0,3-1-4-2,10.0,62.5,2018,Schalke 04
21,2018-01-21,18:00,Bundesliga,Matchweek 19,Sun,Home,1,1,Hannover 96,46.0,60650.0,3-1-4-2,5.0,75.0,2018,Schalke 04
22,2018-01-27,15:30,Bundesliga,Matchweek 20,Sat,Away,2,0,Stuttgart,38.0,55096.0,3-4-3,16.0,100.0,2018,Schalke 04
23,2018-02-03,15:30,Bundesliga,Matchweek 21,Sat,Home,1,2,Werder Bremen,44.0,62271.0,3-4-3,15.0,71.4,2018,Schalke 04
25,2018-02-10,18:30,Bundesliga,Matchweek 22,Sat,Away,1,2,Bayern Munich,42.0,75000.0,3-4-1-2,9.0,60.0,2018,Schalke 04
26,2018-02-17,18:30,Bundesliga,Matchweek 23,Sat,Home,2,1,Hoffenheim,36.0,60741.0,3-4-1-2,9.0,75.0,2018,Schalke 04
27,2018-02-25,15:30,Bundesliga,Matchweek 24,Sun,Away,2,0,Leverkusen,46.0,30210.0,3-4-1-2,9.0,100.0,2018,Schalke 04
28,2018-03-03,15:30,Bundesliga,Matchweek 25,Sat,Home,1,0,Hertha BSC,51.0,61578.0,3-4-1-2,7.0,100.0,2018,Schalke 04
29,2018-03-09,20:30,Bundesliga,Matchweek 26,Fri,Away,1,0,Mainz 05,47.0,30655.0,3-4-1-2,6.0,100.0,2018,Schalke 04
30,2018-03-17,18:30,Bundesliga,Matchweek 27,Sat,Away,1,0,Wolfsburg,43.0,27502.0,3-4-1-2,10.0,100.0,2018,Schalke 04
31,2018-03-31,15:30,Bundesliga,Matchweek 28,Sat,Home,2,0,Freiburg,56.0,61688.0,3-4-1-2,15.0,,2018,Schalke 04
32,2018-04-07,18:30,Bundesliga,Matchweek 29,Sat,Away,2,3,Hamburger SV,40.0,54137.0,3-4-1-2,7.0,50.0,2018,Schalke 04
33,2018-04-15,15:30,Bundesliga,Matchweek 30,Sun,Home,2,0,Dortmund,42.0,61786.0,3-1-4-2,12.0,100.0,2018,Schalke 04
35,2018-04-22,18:00,Bundesliga,Matchweek 31,Sun,Away,2,2,Köln,42.0,50000.0,3-4-1-2,21.0,33.3,2018,Schalke 04
36,2018-04-28,15:30,Bundesliga,Matchweek 32,Sat,Home,1,1,M'Gladbach,28.0,62271.0,3-1-4-2,9.0,80.0,2018,Schalke 04
37,2018-05-05,15:30,Bundesliga,Matchweek 33,Sat,Away,2,1,Augsburg,36.0,30660.0,3-4-1-2,15.0,80.0,2018,Schalke 04
38,2018-05-12,15:30,Bundesliga,Matchweek 34,Sat,Home,1,0,Eint Frankfurt,45.0,61585.0,3-4-3,11.0,100.0,2018,Schalke 04
2,2017-08-19,15:30,Bundesliga,Matchweek 1,Sat,Home,1,0,Werder Bremen,64.0,30150.0,3-1-4-2,14.0,100.0,2018,Hoffenheim
4,2017-08-26,15:30,Bundesliga,Matchweek 2,Sat,Away,2,2,Leverkusen,40.0,27106.0,4-3-3,7.0,66.7,2018,Hoffenheim
5,2017-09-09,18:30,Bundesliga,Matchweek 3,Sat,Home,2,0,Bayern Munich,29.0,30150.0,3-1-4-2,6.0,100.0,2018,Hoffenheim
7,2017-09-17,13:30,Bundesliga,Matchweek 4,Sun,Home,1,1,Hertha BSC,59.0,27243.0,3-4-3,8.0,75.0,2018,Hoffenheim
8,2017-09-20,20:30,Bundesliga,Matchweek 5,Wed,Away,3,2,Mainz 05,56.0,23477.0,3-1-4-2,19.0,71.4,2018,Hoffenheim
9,2017-09-23,15:30,Bundesliga,Matchweek 6,Sat,Home,2,0,Schalke 04,44.0,30150.0,3-1-4-2,12.0,100.0,2018,Hoffenheim
11,2017-10-01,13:30,Bundesliga,Matchweek 7,Sun,Away,2,3,Freiburg,56.0,24000.0,4-3-3,15.0,50.0,2018,Hoffenheim
12,2017-10-14,15:30,Bundesliga,Matchweek 8,Sat,Home,2,2,Augsburg,54.0,27014.0,3-5-2,23.0,50.0,2018,Hoffenheim
14,2017-10-22,18:00,Bundesliga,Matchweek 9,Sun,Away,1,1,Wolfsburg,47.0,23514.0,4-1-4-1,13.0,83.3,2018,Hoffenheim
16,2017-10-28,15:30,Bundesliga,Matchweek 10,Sat,Home,1,3,M'Gladbach,54.0,30150.0,3-1-4-2,16.0,50.0,2018,Hoffenheim
18,2017-11-05,15:30,Bundesliga,Matchweek 11,Sun,Away,3,0,Köln,62.0,49200.0,4-3-3,21.0,100.0,2018,Hoffenheim
19,2017-11-18,15:30,Bundesliga,Matchweek 12,Sat,Home,1,1,Eint Frankfurt,68.0,30150.0,3-1-4-2,13.0,66.7,2018,Hoffenheim
21,2017-11-26,15:30,Bundesliga,Matchweek 13,Sun,Away,0,3,Hamburger SV,59.0,46470.0,3-1-4-2,13.0,57.1,2018,Hoffenheim
22,2017-12-02,15:30,Bundesliga,Matchweek 14,Sat,Home,4,0,RB Leipzig,36.0,28299.0,3-1-4-2,10.0,100.0,2018,Hoffenheim
24,2017-12-10,15:30,Bundesliga,Matchweek 15,Sun,Away,0,2,Hannover 96,61.0,36800.0,4-3-3,9.0,33.3,2018,Hoffenheim
25,2017-12-13,18:30,Bundesliga,Matchweek 16,Wed,Home,1,0,Stuttgart,58.0,30150.0,3-1-4-2,11.0,100.0,2018,Hoffenheim
26,2017-12-16,18:30,Bundesliga,Matchweek 17,Sat,Away,1,2,Dortmund,54.0,81000.0,3-1-4-2,12.0,66.7,2018,Hoffenheim
27,2018-01-13,15:30,Bundesliga,Matchweek 18,Sat,Away,1,1,Werder Bremen,53.0,37500.0,3-1-4-2,9.0,75.0,2018,Hoffenheim
28,2018-01-20,15:30,Bundesliga,Matchweek 19,Sat,Home,1,4,Leverkusen,45.0,28017.0,3-1-4-2,13.0,33.3,2018,Hoffenheim
29,2018-01-27,15:30,Bundesliga,Matchweek 20,Sat,Away,2,5,Bayern Munich,41.0,75000.0,3-1-4-2,5.0,50.0,2018,Hoffenheim
30,2018-02-03,15:30,Bundesliga,Matchweek 21,Sat,Away,1,1,Hertha BSC,55.0,32598.0,3-1-4-2,16.0,66.7,2018,Hoffenheim
31,2018-02-10,15:30,Bundesliga,Matchweek 22,Sat,Home,4,2,Mainz 05,64.0,24105.0,3-1-4-2,24.0,0.0,2018,Hoffenheim
32,2018-02-17,18:30,Bundesliga,Matchweek 23,Sat,Away,1,2,Schalke 04,64.0,60741.0,3-1-4-2,11.0,66.7,2018,Hoffenheim
33,2018-02-24,15:30,Bundesliga,Matchweek 24,Sat,Home,1,1,Freiburg,59.0,30150.0,3-1-4-2,13.0,100.0,2018,Hoffenheim
34,2018-03-03,15:30,Bundesliga,Matchweek 25,Sat,Away,2,0,Augsburg,44.0,27100.0,3-1-4-2,17.0,100.0,2018,Hoffenheim
35,2018-03-10,15:30,Bundesliga,Matchweek 26,Sat,Home,3,0,Wolfsburg,46.0,25550.0,3-1-4-2,16.0,100.0,2018,Hoffenheim
36,2018-03-17,15:30,Bundesliga,Matchweek 27,Sat,Away,3,3,M'Gladbach,38.0,51049.0,3-1-4-2,12.0,57.1,2018,Hoffenheim
37,2018-03-31,15:30,Bundesliga,Matchweek 28,Sat,Home,6,0,Köln,43.0,30150.0,3-4-3,18.0,100.0,2018,Hoffenheim
38,2018-04-08,18:00,Bundesliga,Matchweek 29,Sun,Away,1,1,Eint Frankfurt,37.0,50500.0,3-4-3,10.0,75.0,2018,Hoffenheim
39,2018-04-14,15:30,Bundesliga,Matchweek 30,Sat,Home,2,0,Hamburger SV,41.0,30150.0,3-4-3,21.0,100.0,2018,Hoffenheim
40,2018-04-21,15:30,Bundesliga,Matchweek 31,Sat,Away,5,2,RB Leipzig,45.0,41780.0,3-1-4-2,12.0,75.0,2018,Hoffenheim
41,2018-04-27,20:30,Bundesliga,Matchweek 32,Fri,Home,3,1,Hannover 96,55.0,26452.0,3-1-4-2,15.0,75.0,2018,Hoffenheim
42,2018-05-05,15:30,Bundesliga,Matchweek 33,Sat,Away,0,2,Stuttgart,64.0,58312.0,3-1-4-2,23.0,33.3,2018,Hoffenheim
43,2018-05-12,15:30,Bundesliga,Matchweek 34,Sat,Home,3,1,Dortmund,47.0,30150.0,3-1-4-2,13.0,75.0,2018,Hoffenheim
2,2017-08-19,15:30,Bundesliga,Matchweek 1,Sat,Away,3,0,Wolfsburg,69.0,30000.0,4-3-3,13.0,,2018,Dortmund
3,2017-08-26,18:30,Bundesliga,Matchweek 2,Sat,Home,2,0,Hertha BSC,65.0,80860.0,4-3-3,18.0,100.0,2018,Dortmund
4,2017-09-09,15:30,Bundesliga,Matchweek 3,Sat,Away,0,0,Freiburg,82.0,24000.0,4-3-3,27.0,100.0,2018,Dortmund
6,2017-09-17,18:00,Bundesliga,Matchweek 4,Sun,Home,5,0,Köln,73.0,81000.0,4-3-3,21.0,100.0,2018,Dortmund
7,2017-09-20,20:30,Bundesliga,Matchweek 5,Wed,Away,3,0,Hamburger SV,52.0,52962.0,4-3-3,17.0,100.0,2018,Dortmund
8,2017-09-23,18:30,Bundesliga,Matchweek 6,Sat,Home,6,1,M'Gladbach,78.0,81360.0,4-3-3,18.0,80.0,2018,Dortmund
10,2017-09-30,15:30,Bundesliga,Matchweek 7,Sat,Away,2,1,Augsburg,59.0,30660.0,4-3-3,13.0,80.0,2018,Dortmund
11,2017-10-14,18:30,Bundesliga,Matchweek 8,Sat,Home,2,3,RB Leipzig,66.0,80100.0,4-3-3,14.0,66.7,2018,Dortmund
13,2017-10-21,15:30,Bundesliga,Matchweek 9,Sat,Away,2,2,Eint Frankfurt,61.0,51500.0,4-3-3,20.0,85.7,2018,Dortmund
15,2017-10-28,15:30,Bundesliga,Matchweek 10,Sat,Away,2,4,Hannover 96,65.0,49000.0,4-3-3,9.0,57.1,2018,Dortmund
17,2017-11-04,18:30,Bundesliga,Matchweek 11,Sat,Home,1,3,Bayern Munich,50.0,81360.0,4-2-3-1,15.0,40.0,2018,Dortmund
18,2017-11-17,20:30,Bundesliga,Matchweek 12,Fri,Away,1,2,Stuttgart,62.0,58932.0,4-3-3,12.0,50.0,2018,Dortmund
20,2017-11-25,15:30,Bundesliga,Matchweek 13,Sat,Home,4,4,Schalke 04,47.0,80179.0,3-4-3,11.0,42.9,2018,Dortmund
21,2017-12-02,15:30,Bundesliga,Matchweek 14,Sat,Away,1,1,Leverkusen,72.0,30210.0,3-4-3,9.0,88.9,2018,Dortmund
23,2017-12-09,15:30,Bundesliga,Matchweek 15,Sat,Home,1,2,Werder Bremen,67.0,81160.0,3-4-3,12.0,50.0,2018,Dortmund
24,2017-12-12,20:30,Bundesliga,Matchweek 16,Tue,Away,2,0,Mainz 05,59.0,32976.0,4-3-3,15.0,,2018,Dortmund
25,2017-12-16,18:30,Bundesliga,Matchweek 17,Sat,Home,2,1,Hoffenheim,46.0,81000.0,4-3-3,17.0,80.0,2018,Dortmund
27,2018-01-14,18:00,Bundesliga,Matchweek 18,Sun,Home,0,0,Wolfsburg,52.0,80600.0,4-3-3,18.0,100.0,2018,Dortmund
28,2018-01-19,20:30,Bundesliga,Matchweek 19,Fri,Away,1,1,Hertha BSC,62.0,65893.0,4-3-3,11.0,50.0,2018,Dortmund
29,2018-01-27,15:30,Bundesliga,Matchweek 20,Sat,Home,2,2,Freiburg,70.0,81360.0,4-3-3,12.0,33.3,2018,Dortmund
30,2018-02-02,20:30,Bundesliga,Matchweek 21,Fri,Away,3,2,Köln,51.0,50000.0,4-3-3,17.0,60.0,2018,Dortmund
31,2018-02-10,15:30,Bundesliga,Matchweek 22,Sat,Home,2,0,Hamburger SV,56.0,81360.0,4-2-3-1,10.0,100.0,2018,Dortmund
33,2018-02-18,18:00,Bundesliga,Matchweek 23,Sun,Away,1,0,M'Gladbach,47.0,54018.0,4-2-3-1,7.0,100.0,2018,Dortmund
35,2018-02-26,20:30,Bundesliga,Matchweek 24,Mon,Home,1,1,Augsburg,64.0,54300.0,4-2-3-1,10.0,83.3,2018,Dortmund
36,2018-03-03,18:30,Bundesliga,Matchweek 25,Sat,Away,1,1,RB Leipzig,50.0,42558.0,4-2-3-1,4.0,66.7,2018,Dortmund
38,2018-03-11,18:00,Bundesliga,Matchweek 26,Sun,Home,3,2,Eint Frankfurt,46.0,81360.0,4-2-3-1,13.0,33.3,2018,Dortmund
40,2018-03-18,13:30,Bundesliga,Matchweek 27,Sun,Home,1,0,Hannover 96,60.0,81360.0,4-2-3-1,25.0,100.0,2018,Dortmund
41,2018-03-31,18:30,Bundesliga,Matchweek 28,Sat,Away,0,6,Bayern Munich,41.0,75000.0,4-2-3-1,9.0,33.3,2018,Dortmund
42,2018-04-08,15:30,Bundesliga,Matchweek 29,Sun,Home,3,0,Stuttgart,50.0,81360.0,4-2-3-1,15.0,,2018,Dortmund
43,2018-04-15,15:30,Bundesliga,Matchweek 30,Sun,Away,0,2,Schalke 04,58.0,61786.0,4-2-3-1,12.0,33.3,2018,Dortmund
44,2018-04-21,18:30,Bundesliga,Matchweek 31,Sat,Home,4,0,Leverkusen,44.0,81360.0,4-3-3,16.0,100.0,2018,Dortmund
45,2018-04-29,18:00,Bundesliga,Matchweek 32,Sun,Away,1,1,Werder Bremen,66.0,41000.0,4-3-3,17.0,83.3,2018,Dortmund
46,2018-05-05,15:30,Bundesliga,Matchweek 33,Sat,Home,1,2,Mainz 05,66.0,81360.0,4-3-3,12.0,60.0,2018,Dortmund
47,2018-05-12,15:30,Bundesliga,Matchweek 34,Sat,Away,1,3,Hoffenheim,53.0,30150.0,3-4-1-2,10.0,66.7,2018,Dortmund
1,2017-08-18,20:30,Bundesliga,Matchweek 1,Fri,Away,1,3,Bayern Munich,48.0,75000.0,4-2-3-1,19.0,75.0,2018,Bayer Leverkusen
2,2017-08-26,15:30,Bundesliga,Matchweek 2,Sat,Home,2,2,Hoffenheim,60.0,27106.0,3-4-3,16.0,50.0,2018,Bayer Leverkusen
3,2017-09-09,15:30,Bundesliga,Matchweek 3,Sat,Away,1,3,Mainz 05,63.0,24876.0,3-4-3,13.0,40.0,2018,Bayer Leverkusen
4,2017-09-17,15:30,Bundesliga,Matchweek 4,Sun,Home,4,0,Freiburg,64.0,26232.0,4-4-2,22.0,100.0,2018,Bayer Leverkusen
5,2017-09-20,20:30,Bundesliga,Matchweek 5,Wed,Away,1,2,Hertha BSC,63.0,32825.0,4-4-2,12.0,33.3,2018,Bayer Leverkusen
6,2017-09-24,18:00,Bundesliga,Matchweek 6,Sun,Home,3,0,Hamburger SV,52.0,27601.0,4-2-3-1,17.0,100.0,2018,Bayer Leverkusen
7,2017-09-29,20:30,Bundesliga,Matchweek 7,Fri,Away,1,1,Schalke 04,57.0,61515.0,4-2-3-1,10.0,75.0,2018,Bayer Leverkusen
8,2017-10-15,15:30,Bundesliga,Matchweek 8,Sun,Home,2,2,Wolfsburg,54.0,29104.0,4-2-3-1,17.0,50.0,2018,Bayer Leverkusen
